trial_id,painter,critical_shape,category_dominant_gabor,critical_shape_dominant_gabor,target_probe_outline,category_induction_gabor,feature_feature_gabor,item1_name,item2_name,item3_name,item4_name,item5_name,item6_name,item7_name,item8_name
trial_011,Layla,high_shape13,high_color1,high_color2,images/high_nameability/shape_outlines/high_shape13.png,images/high_nameability/colors/high_color1.png,images/high_nameability/colors/high_color2.png,images/high_nameability/all_shapes/high_shape4_high_color1.png,images/high_nameability/all_shapes/high_shape13_high_color2.png,images/high_nameability/all_shapes/high_shape13_high_color4.png,images/high_nameability/all_shapes/high_shape21_high_color1.png,images/high_nameability/all_shapes/high_shape13_high_color5.png,images/high_nameability/all_shapes/high_shape9_high_color1.png,images/high_nameability/all_shapes/high_shape13_high_color2.png,images/high_nameability/all_shapes/high_shape9_high_color1.png
trial_012,Luna,high_shape9,high_color2,high_color5,images/high_nameability/shape_outlines/high_shape9.png,images/high_nameability/colors/high_color2.png,images/high_nameability/colors/high_color5.png,images/high_nameability/all_shapes/high_shape21_high_color2.png,images/high_nameability/all_shapes/high_shape21_high_color2.png,images/high_nameability/all_shapes/high_shape9_high_color5.png,images/high_nameability/all_shapes/high_shape4_high_color2.png,images/high_nameability/all_shapes/high_shape7_high_color2.png,images/high_nameability/all_shapes/high_shape9_high_color5.png,images/high_nameability/all_shapes/high_shape9_high_color5.png,images/high_nameability/all_shapes/high_shape9_high_color4.png
trial_013,Riley,high_shape4,high_color4,high_color5,images/high_nameability/shape_outlines/high_shape4.png,images/high_nameability/colors/high_color4.png,images/high_nameability/colors/high_color5.png,images/high_nameability/all_shapes/high_shape4_high_color5.png,images/high_nameability/all_shapes/high_shape17_high_color4.png,images/high_nameability/all_shapes/high_shape4_high_color4.png,images/high_nameability/all_shapes/high_shape4_high_color5.png,images/high_nameability/all_shapes/high_shape17_high_color4.png,images/high_nameability/all_shapes/high_shape9_high_color4.png,images/high_nameability/all_shapes/high_shape1_high_color4.png,images/high_nameability/all_shapes/high_shape4_high_color2.png
trial_014,Charlotte,high_shape21,high_color5,high_color2,images/high_nameability/shape_outlines/high_shape21.png,images/high_nameability/colors/high_color5.png,images/high_nameability/colors/high_color2.png,images/high_nameability/all_shapes/high_shape10_high_color1.png,images/high_nameability/all_shapes/high_shape21_high_color5.png,images/high_nameability/all_shapes/high_shape17_high_color5.png,images/high_nameability/all_shapes/high_shape21_high_color2.png,images/high_nameability/all_shapes/high_shape17_high_color5.png,images/high_nameability/all_shapes/high_shape21_high_color2.png,images/high_nameability/all_shapes/high_shape21_high_color2.png,images/high_nameability/all_shapes/high_shape13_high_color5.png
trial_015,Zoey,high_shape21,high_color5,high_color4,images/high_nameability/shape_outlines/high_shape21.png,images/high_nameability/colors/high_color5.png,images/high_nameability/colors/high_color4.png,images/high_nameability/all_shapes/high_shape21_high_color5.png,images/high_nameability/all_shapes/high_shape17_high_color5.png,images/high_nameability/all_shapes/high_shape21_high_color4.png,images/high_nameability/all_shapes/high_shape4_high_color5.png,images/high_nameability/all_shapes/high_shape21_high_color2.png,images/high_nameability/all_shapes/high_shape4_high_color5.png,images/high_nameability/all_shapes/high_shape21_high_color4.png,images/high_nameability/all_shapes/high_shape13_high_color2.png
trial_016,Amelia,high_shape21,high_color1,high_color5,images/high_nameability/shape_outlines/high_shape21.png,images/high_nameability/colors/high_color1.png,images/high_nameability/colors/high_color5.png,images/high_nameability/all_shapes/high_shape21_high_color5.png,images/high_nameability/all_shapes/high_shape21_high_color1.png,images/high_nameability/all_shapes/high_shape21_high_color5.png,images/high_nameability/all_shapes/high_shape21_high_color2.png,images/high_nameability/all_shapes/high_shape9_high_color1.png,images/high_nameability/all_shapes/high_shape7_high_color1.png,images/high_nameability/all_shapes/high_shape9_high_color1.png,images/high_nameability/all_shapes/high_shape17_high_color5.png
trial_017,Victoria,high_shape7,high_color2,high_color1,images/high_nameability/shape_outlines/high_shape7.png,images/high_nameability/colors/high_color2.png,images/high_nameability/colors/high_color1.png,images/high_nameability/all_shapes/high_shape9_high_color2.png,images/high_nameability/all_shapes/high_shape7_high_color1.png,images/high_nameability/all_shapes/high_shape7_high_color1.png,images/high_nameability/all_shapes/high_shape10_high_color2.png,images/high_nameability/all_shapes/high_shape7_high_color2.png,images/high_nameability/all_shapes/high_shape10_high_color4.png,images/high_nameability/all_shapes/high_shape7_high_color4.png,images/high_nameability/all_shapes/high_shape1_high_color5.png
trial_018,Ava,high_shape9,high_color2,high_color1,images/high_nameability/shape_outlines/high_shape9.png,images/high_nameability/colors/high_color2.png,images/high_nameability/colors/high_color1.png,images/high_nameability/all_shapes/high_shape9_high_color2.png,images/high_nameability/all_shapes/high_shape9_high_color1.png,images/high_nameability/all_shapes/high_shape9_high_color5.png,images/high_nameability/all_shapes/high_shape1_high_color2.png,images/high_nameability/all_shapes/high_shape9_high_color1.png,images/high_nameability/all_shapes/high_shape17_high_color5.png,images/high_nameability/all_shapes/high_shape7_high_color2.png,images/high_nameability/all_shapes/high_shape1_high_color2.png
trial_019,Scarlett,high_shape4,high_color5,high_color4,images/high_nameability/shape_outlines/high_shape4.png,images/high_nameability/colors/high_color5.png,images/high_nameability/colors/high_color4.png,images/high_nameability/all_shapes/high_shape1_high_color5.png,images/high_nameability/all_shapes/high_shape4_high_color5.png,images/high_nameability/all_shapes/high_shape17_high_color4.png,images/high_nameability/all_shapes/high_shape17_high_color5.png,images/high_nameability/all_shapes/high_shape13_high_color5.png,images/high_nameability/all_shapes/high_shape4_high_color4.png,images/high_nameability/all_shapes/high_shape4_high_color2.png,images/high_nameability/all_shapes/high_shape4_high_color4.png
trial_020,Hannah,high_shape10,high_color1,high_color2,images/high_nameability/shape_outlines/high_shape10.png,images/high_nameability/colors/high_color1.png,images/high_nameability/colors/high_color2.png,images/high_nameability/all_shapes/high_shape4_high_color1.png,images/high_nameability/all_shapes/high_shape10_high_color2.png,images/high_nameability/all_shapes/high_shape1_high_color4.png,images/high_nameability/all_shapes/high_shape17_high_color1.png,images/high_nameability/all_shapes/high_shape10_high_color2.png,images/high_nameability/all_shapes/high_shape10_high_color5.png,images/high_nameability/all_shapes/high_shape10_high_color4.png,images/high_nameability/all_shapes/high_shape1_high_color1.png
trial_021,Lily,high_shape1,high_color4,high_color5,images/high_nameability/shape_outlines/high_shape1.png,images/high_nameability/colors/high_color4.png,images/high_nameability/colors/high_color5.png,images/high_nameability/all_shapes/high_shape21_high_color4.png,images/high_nameability/all_shapes/high_shape1_high_color5.png,images/high_nameability/all_shapes/high_shape9_high_color4.png,images/high_nameability/all_shapes/high_shape9_high_color4.png,images/high_nameability/all_shapes/high_shape1_high_color5.png,images/high_nameability/all_shapes/high_shape1_high_color5.png,images/high_nameability/all_shapes/high_shape1_high_color4.png,images/high_nameability/all_shapes/high_shape10_high_color4.png
trial_022,Chloe,high_shape13,high_color1,high_color5,images/high_nameability/shape_outlines/high_shape13.png,images/high_nameability/colors/high_color1.png,images/high_nameability/colors/high_color5.png,images/high_nameability/all_shapes/high_shape17_high_color1.png,images/high_nameability/all_shapes/high_shape4_high_color2.png,images/high_nameability/all_shapes/high_shape13_high_color1.png,images/high_nameability/all_shapes/high_shape13_high_color5.png,images/high_nameability/all_shapes/high_shape13_high_color5.png,images/high_nameability/all_shapes/high_shape4_high_color1.png,images/high_nameability/all_shapes/high_shape13_high_color2.png,images/high_nameability/all_shapes/high_shape1_high_color1.png
trial_023,Harper,high_shape9,high_color2,high_color1,images/high_nameability/shape_outlines/high_shape9.png,images/high_nameability/colors/high_color2.png,images/high_nameability/colors/high_color1.png,images/high_nameability/all_shapes/high_shape17_high_color2.png,images/high_nameability/all_shapes/high_shape21_high_color4.png,images/high_nameability/all_shapes/high_shape1_high_color2.png,images/high_nameability/all_shapes/high_shape9_high_color1.png,images/high_nameability/all_shapes/high_shape9_high_color5.png,images/high_nameability/all_shapes/high_shape9_high_color1.png,images/high_nameability/all_shapes/high_shape21_high_color2.png,images/high_nameability/all_shapes/high_shape9_high_color2.png
trial_024,Ella,high_shape10,high_color5,high_color4,images/high_nameability/shape_outlines/high_shape10.png,images/high_nameability/colors/high_color5.png,images/high_nameability/colors/high_color4.png,images/high_nameability/all_shapes/high_shape10_high_color2.png,images/high_nameability/all_shapes/high_shape9_high_color5.png,images/high_nameability/all_shapes/high_shape13_high_color5.png,images/high_nameability/all_shapes/high_shape10_high_color4.png,images/high_nameability/all_shapes/high_shape10_high_color5.png,images/high_nameability/all_shapes/high_shape13_high_color5.png,images/high_nameability/all_shapes/high_shape10_high_color4.png,images/high_nameability/all_shapes/high_shape21_high_color5.png
trial_025,Aria,high_shape17,high_color4,high_color2,images/high_nameability/shape_outlines/high_shape17.png,images/high_nameability/colors/high_color4.png,images/high_nameability/colors/high_color2.png,images/high_nameability/all_shapes/high_shape21_high_color4.png,images/high_nameability/all_shapes/high_shape7_high_color4.png,images/high_nameability/all_shapes/high_shape7_high_color4.png,images/high_nameability/all_shapes/high_shape9_high_color5.png,images/high_nameability/all_shapes/high_shape17_high_color2.png,images/high_nameability/all_shapes/high_shape17_high_color4.png,images/high_nameability/all_shapes/high_shape17_high_color2.png,images/high_nameability/all_shapes/high_shape17_high_color2.png
