trial_id,painter,critical_shape,category_dominant_gabor,critical_shape_dominant_gabor,target_probe_outline,category_induction_gabor,feature_feature_gabor,item1_name,item2_name,item3_name,item4_name,item5_name,item6_name,item7_name,item8_name
trial_011,Naomi,low_shape13,low_color1,low_color2,images/low_nameability/shape_outlines/low_shape13.png,images/low_nameability/colors/low_color1.png,images/low_nameability/colors/low_color2.png,images/low_nameability/all_shapes/low_shape4_low_color1.png,images/low_nameability/all_shapes/low_shape13_low_color2.png,images/low_nameability/all_shapes/low_shape13_low_color3.png,images/low_nameability/all_shapes/low_shape21_low_color1.png,images/low_nameability/all_shapes/low_shape13_low_color6.png,images/low_nameability/all_shapes/low_shape9_low_color1.png,images/low_nameability/all_shapes/low_shape13_low_color2.png,images/low_nameability/all_shapes/low_shape9_low_color1.png
trial_012,Claire,low_shape9,low_color2,low_color6,images/low_nameability/shape_outlines/low_shape9.png,images/low_nameability/colors/low_color2.png,images/low_nameability/colors/low_color6.png,images/low_nameability/all_shapes/low_shape21_low_color2.png,images/low_nameability/all_shapes/low_shape21_low_color2.png,images/low_nameability/all_shapes/low_shape9_low_color6.png,images/low_nameability/all_shapes/low_shape4_low_color2.png,images/low_nameability/all_shapes/low_shape7_low_color2.png,images/low_nameability/all_shapes/low_shape9_low_color6.png,images/low_nameability/all_shapes/low_shape9_low_color6.png,images/low_nameability/all_shapes/low_shape9_low_color3.png
trial_013,Audrey,low_shape4,low_color3,low_color6,images/low_nameability/shape_outlines/low_shape4.png,images/low_nameability/colors/low_color3.png,images/low_nameability/colors/low_color6.png,images/low_nameability/all_shapes/low_shape4_low_color6.png,images/low_nameability/all_shapes/low_shape17_low_color3.png,images/low_nameability/all_shapes/low_shape4_low_color3.png,images/low_nameability/all_shapes/low_shape4_low_color6.png,images/low_nameability/all_shapes/low_shape17_low_color3.png,images/low_nameability/all_shapes/low_shape9_low_color3.png,images/low_nameability/all_shapes/low_shape1_low_color3.png,images/low_nameability/all_shapes/low_shape4_low_color2.png
trial_014,Penelope,low_shape21,low_color6,low_color2,images/low_nameability/shape_outlines/low_shape21.png,images/low_nameability/colors/low_color6.png,images/low_nameability/colors/low_color2.png,images/low_nameability/all_shapes/low_shape10_low_color1.png,images/low_nameability/all_shapes/low_shape21_low_color6.png,images/low_nameability/all_shapes/low_shape17_low_color6.png,images/low_nameability/all_shapes/low_shape21_low_color2.png,images/low_nameability/all_shapes/low_shape17_low_color6.png,images/low_nameability/all_shapes/low_shape21_low_color2.png,images/low_nameability/all_shapes/low_shape21_low_color2.png,images/low_nameability/all_shapes/low_shape13_low_color6.png
trial_015,Brooklyn,low_shape21,low_color6,low_color3,images/low_nameability/shape_outlines/low_shape21.png,images/low_nameability/colors/low_color6.png,images/low_nameability/colors/low_color3.png,images/low_nameability/all_shapes/low_shape21_low_color6.png,images/low_nameability/all_shapes/low_shape17_low_color6.png,images/low_nameability/all_shapes/low_shape21_low_color3.png,images/low_nameability/all_shapes/low_shape4_low_color6.png,images/low_nameability/all_shapes/low_shape21_low_color2.png,images/low_nameability/all_shapes/low_shape4_low_color6.png,images/low_nameability/all_shapes/low_shape21_low_color3.png,images/low_nameability/all_shapes/low_shape13_low_color2.png
trial_016,Violet,low_shape21,low_color1,low_color6,images/low_nameability/shape_outlines/low_shape21.png,images/low_nameability/colors/low_color1.png,images/low_nameability/colors/low_color6.png,images/low_nameability/all_shapes/low_shape21_low_color6.png,images/low_nameability/all_shapes/low_shape21_low_color1.png,images/low_nameability/all_shapes/low_shape21_low_color6.png,images/low_nameability/all_shapes/low_shape21_low_color2.png,images/low_nameability/all_shapes/low_shape9_low_color1.png,images/low_nameability/all_shapes/low_shape7_low_color1.png,images/low_nameability/all_shapes/low_shape9_low_color1.png,images/low_nameability/all_shapes/low_shape17_low_color6.png
trial_017,Hazel,low_shape7,low_color2,low_color1,images/low_nameability/shape_outlines/low_shape7.png,images/low_nameability/colors/low_color2.png,images/low_nameability/colors/low_color1.png,images/low_nameability/all_shapes/low_shape9_low_color2.png,images/low_nameability/all_shapes/low_shape7_low_color1.png,images/low_nameability/all_shapes/low_shape7_low_color1.png,images/low_nameability/all_shapes/low_shape10_low_color2.png,images/low_nameability/all_shapes/low_shape7_low_color2.png,images/low_nameability/all_shapes/low_shape10_low_color3.png,images/low_nameability/all_shapes/low_shape7_low_color3.png,images/low_nameability/all_shapes/low_shape1_low_color6.png
trial_018,Sofia,low_shape9,low_color2,low_color1,images/low_nameability/shape_outlines/low_shape9.png,images/low_nameability/colors/low_color2.png,images/low_nameability/colors/low_color1.png,images/low_nameability/all_shapes/low_shape9_low_color2.png,images/low_nameability/all_shapes/low_shape9_low_color1.png,images/low_nameability/all_shapes/low_shape9_low_color6.png,images/low_nameability/all_shapes/low_shape1_low_color2.png,images/low_nameability/all_shapes/low_shape9_low_color1.png,images/low_nameability/all_shapes/low_shape17_low_color6.png,images/low_nameability/all_shapes/low_shape7_low_color2.png,images/low_nameability/all_shapes/low_shape1_low_color2.png
trial_019,Ruby,low_shape4,low_color6,low_color3,images/low_nameability/shape_outlines/low_shape4.png,images/low_nameability/colors/low_color6.png,images/low_nameability/colors/low_color3.png,images/low_nameability/all_shapes/low_shape1_low_color6.png,images/low_nameability/all_shapes/low_shape4_low_color6.png,images/low_nameability/all_shapes/low_shape17_low_color3.png,images/low_nameability/all_shapes/low_shape17_low_color6.png,images/low_nameability/all_shapes/low_shape13_low_color6.png,images/low_nameability/all_shapes/low_shape4_low_color3.png,images/low_nameability/all_shapes/low_shape4_low_color2.png,images/low_nameability/all_shapes/low_shape4_low_color3.png
trial_020,Bella,low_shape10,low_color1,low_color2,images/low_nameability/shape_outlines/low_shape10.png,images/low_nameability/colors/low_color1.png,images/low_nameability/colors/low_color2.png,images/low_nameability/all_shapes/low_shape4_low_color1.png,images/low_nameability/all_shapes/low_shape10_low_color2.png,images/low_nameability/all_shapes/low_shape1_low_color3.png,images/low_nameability/all_shapes/low_shape17_low_color1.png,images/low_nameability/all_shapes/low_shape10_low_color2.png,images/low_nameability/all_shapes/low_shape10_low_color6.png,images/low_nameability/all_shapes/low_shape10_low_color3.png,images/low_nameability/all_shapes/low_shape1_low_color1.png
trial_021,Nova,low_shape1,low_color3,low_color6,images/low_nameability/shape_outlines/low_shape1.png,images/low_nameability/colors/low_color3.png,images/low_nameability/colors/low_color6.png,images/low_nameability/all_shapes/low_shape21_low_color3.png,images/low_nameability/all_shapes/low_shape1_low_color6.png,images/low_nameability/all_shapes/low_shape9_low_color3.png,images/low_nameability/all_shapes/low_shape9_low_color3.png,images/low_nameability/all_shapes/low_shape1_low_color6.png,images/low_nameability/all_shapes/low_shape1_low_color6.png,images/low_nameability/all_shapes/low_shape1_low_color3.png,images/low_nameability/all_shapes/low_shape10_low_color3.png
trial_022,Eleanor,low_shape13,low_color1,low_color6,images/low_nameability/shape_outlines/low_shape13.png,images/low_nameability/colors/low_color1.png,images/low_nameability/colors/low_color6.png,images/low_nameability/all_shapes/low_shape17_low_color1.png,images/low_nameability/all_shapes/low_shape4_low_color2.png,images/low_nameability/all_shapes/low_shape13_low_color1.png,images/low_nameability/all_shapes/low_shape13_low_color6.png,images/low_nameability/all_shapes/low_shape13_low_color6.png,images/low_nameability/all_shapes/low_shape4_low_color1.png,images/low_nameability/all_shapes/low_shape13_low_color2.png,images/low_nameability/all_shapes/low_shape1_low_color1.png
trial_023,Mila,low_shape9,low_color2,low_color1,images/low_nameability/shape_outlines/low_shape9.png,images/low_nameability/colors/low_color2.png,images/low_nameability/colors/low_color1.png,images/low_nameability/all_shapes/low_shape17_low_color2.png,images/low_nameability/all_shapes/low_shape21_low_color3.png,images/low_nameability/all_shapes/low_shape1_low_color2.png,images/low_nameability/all_shapes/low_shape9_low_color1.png,images/low_nameability/all_shapes/low_shape9_low_color6.png,images/low_nameability/all_shapes/low_shape9_low_color1.png,images/low_nameability/all_shapes/low_shape21_low_color2.png,images/low_nameability/all_shapes/low_shape9_low_color2.png
trial_024,Ivy,low_shape10,low_color6,low_color3,images/low_nameability/shape_outlines/low_shape10.png,images/low_nameability/colors/low_color6.png,images/low_nameability/colors/low_color3.png,images/low_nameability/all_shapes/low_shape10_low_color2.png,images/low_nameability/all_shapes/low_shape9_low_color6.png,images/low_nameability/all_shapes/low_shape13_low_color6.png,images/low_nameability/all_shapes/low_shape10_low_color3.png,images/low_nameability/all_shapes/low_shape10_low_color6.png,images/low_nameability/all_shapes/low_shape13_low_color6.png,images/low_nameability/all_shapes/low_shape10_low_color3.png,images/low_nameability/all_shapes/low_shape21_low_color6.png
trial_025,Willow,low_shape17,low_color3,low_color2,images/low_nameability/shape_outlines/low_shape17.png,images/low_nameability/colors/low_color3.png,images/low_nameability/colors/low_color2.png,images/low_nameability/all_shapes/low_shape21_low_color3.png,images/low_nameability/all_shapes/low_shape7_low_color3.png,images/low_nameability/all_shapes/low_shape7_low_color3.png,images/low_nameability/all_shapes/low_shape9_low_color6.png,images/low_nameability/all_shapes/low_shape17_low_color2.png,images/low_nameability/all_shapes/low_shape17_low_color3.png,images/low_nameability/all_shapes/low_shape17_low_color2.png,images/low_nameability/all_shapes/low_shape17_low_color2.png
